PRNAME,CARUID,crop,forecastYear,forecastMonth,PR ID,Forecasted Median Yield,Forecasted 10th Percentile Worst Yield,Forecasted 90th Percentile Best Yield,% Departure from the Long Term (1987-last year) Mean Yield,% Departure from the Last 5 Years (2019-2023) Mean Yield,% Departure from Last Year's Mean Yield,Crop Potential Index,Bravis-Pearson Coefficients of Determination (R2),Root Mean Square Error,LATITUDE,LONGITUDE
Manitoba,4600,mustard,2024,8,46,778.31,575.1,981.52,-9.43,,,,0.36,149.83,54.92959976,-97.43240356
Saskatchewan,4701,mustard,2024,8,47,717.62,563.01,872.25,-7.32,,-24.54,,0.49,112.85,49.52339935,-102.3099976
Saskatchewan,4702,mustard,2024,8,47,717.1,565.58,868.62,-5.75,-14.26,-21.46,-0.68,0.59,113.65,49.52310181,-104.2490005
Saskatchewan,4703,mustard,2024,8,47,613.91,466.93,760.9,-17.29,-5.14,-21.19,-0.15,0.63,111.53,49.54230118,-106.4049988
Saskatchewan,4704,mustard,2024,8,47,819.07,607.28,1030.86,5.73,27.34,80.81,0.58,0.69,126.72,49.53290176,-108.7890015
Saskatchewan,4705,mustard,2024,8,47,578.48,397.35,759.62,-23.36,,-22.66,,0.53,124.81,50.58200073,-102.3919983
Saskatchewan,4706,mustard,2024,8,47,751.78,594.16,909.41,-11.01,-3.29,,-0.22,0.43,117.92,50.59830093,-104.3659973
Saskatchewan,4707,mustard,2024,8,47,720.26,577.9,862.62,-11.12,-9.23,-22.22,-0.22,0.7,106.94,50.59840012,-106.6139984
Saskatchewan,4708,mustard,2024,8,47,750.88,578.74,923.03,-6.02,16.81,40.88,0.69,0.65,120.02,50.71530151,-108.8300018
Saskatchewan,4709,mustard,2024,8,47,608.98,429.82,788.14,-20.26,,,,0.22,158.25,51.7173996,-102.4309998
Saskatchewan,4710,mustard,2024,8,47,615.63,496.4,734.86,-23.64,,,,0.51,130.35,51.6393013,-104.1080017
Saskatchewan,4711,mustard,2024,8,47,757.07,615.73,898.41,-7.25,4.71,5.44,0.15,0.56,117.05,51.67309952,-106.0029984
Saskatchewan,4712,mustard,2024,8,47,665.33,485.8,844.85,-20.43,,12.2,,0.67,114.71,51.94589996,-107.7990036
Saskatchewan,4713,mustard,2024,8,47,822.04,657.23,986.86,-8.15,-16.2,-22.16,-1.82,0.58,130.21,52.15140152,-109.262001
Saskatchewan,4714,mustard,2024,8,47,483.11,299.87,666.36,-35.88,,271.63,,0.56,140.56,53.01649857,-103.3099976
Saskatchewan,4715,mustard,2024,8,47,685,542.53,827.46,-18.85,,,,0.6,109.56,52.89289856,-105.586998
Saskatchewan,4716,mustard,2024,8,47,796.76,589.25,1004.28,4.71,12.54,-24.19,0.28,0.42,164.46,56.79359818,-105.9339981
Saskatchewan,4717,mustard,2024,8,47,771.87,590.83,952.9,-6.64,,,,0.7,132.98,53.79119873,-108.9599991
Alberta,4810,mustard,2024,8,48,803.32,617.24,989.41,5.08,25.13,52.72,0.6,0.5,179.32,50.66460037,-110.9089966
Alberta,4820,mustard,2024,8,48,837.52,648.53,1026.52,-6.92,31.36,66.17,0.98,0.75,116.87,50.52590179,-112.5500031
Alberta,4830,mustard,2024,8,48,738.66,464.23,1013.09,-17.46,-2.74,36.03,-0.1,0.37,252.39,51.08769989,-115.1790009
Manitoba,4600,mustard,2024,9,46,802.07,605.29,998.85,-6.66,,,,0.36,149.83,54.92959976,-97.43240356
Saskatchewan,4701,mustard,2024,9,47,709.95,537.39,882.51,-8.31,,-25.35,,0.46,116.47,49.52339935,-102.3099976
Saskatchewan,4702,mustard,2024,9,47,686.12,546.03,826.23,-9.82,-17.97,-24.85,-0.85,0.61,109.25,49.52310181,-104.2490005
Saskatchewan,4703,mustard,2024,9,47,665.39,532.7,798.07,-10.35,2.81,-14.58,0.08,0.71,95,49.54230118,-106.4049988
Saskatchewan,4704,mustard,2024,9,47,732.33,577.31,887.35,-5.46,13.86,61.66,0.29,0.67,128.99,49.53290176,-108.7890015
Saskatchewan,4705,mustard,2024,9,47,567.31,382.51,752.11,-24.84,,-24.16,,0.53,124.81,50.58200073,-102.3919983
Saskatchewan,4706,mustard,2024,9,47,728.29,549.05,907.53,-13.79,-6.31,,-0.42,0.42,118.38,50.59830093,-104.3659973
Saskatchewan,4707,mustard,2024,9,47,679.09,555.24,802.94,-16.2,-14.42,-26.66,-0.34,0.7,106.94,50.59840012,-106.6139984
Saskatchewan,4708,mustard,2024,9,47,697.55,546.23,848.86,-12.69,8.52,30.87,0.35,0.62,124.08,50.71530151,-108.8300018
Saskatchewan,4709,mustard,2024,9,47,620.08,467.23,772.92,-18.81,,,,0.22,158.25,51.7173996,-102.4309998
Saskatchewan,4710,mustard,2024,9,47,688.63,549.58,827.69,-14.58,,,,0.42,142.45,51.6393013,-104.1080017
Saskatchewan,4711,mustard,2024,9,47,783.23,652.12,914.33,-4.05,8.33,9.08,0.27,0.56,117.05,51.67309952,-106.0029984
Saskatchewan,4712,mustard,2024,9,47,690.96,529.8,852.13,-17.36,,16.52,,0.7,111.41,51.94589996,-107.7990036
Saskatchewan,4713,mustard,2024,9,47,864.82,703.54,1026.09,-3.37,-11.84,-18.1,-1.33,0.6,127.62,52.15140152,-109.262001
Saskatchewan,4714,mustard,2024,9,47,498.92,314.33,683.52,-33.78,,283.79,,0.57,137.31,53.01649857,-103.3099976
Saskatchewan,4715,mustard,2024,9,47,708.26,578.96,837.55,-16.09,,,,0.58,112.73,52.89289856,-105.586998
Saskatchewan,4716,mustard,2024,9,47,833.2,634.48,1031.92,9.5,17.68,-20.72,0.39,0.42,164.51,56.79359818,-105.9339981
Saskatchewan,4717,mustard,2024,9,47,741.84,546.2,937.48,-10.28,,,,0.7,132.98,53.79119873,-108.9599991
Alberta,4810,mustard,2024,9,48,790.38,618.76,962,3.39,23.11,50.26,0.55,0.49,181.9,50.66460037,-110.9089966
Alberta,4820,mustard,2024,9,48,856.89,721.01,992.78,-4.77,34.39,70.02,1.07,0.81,101.55,50.52590179,-112.5500031
Alberta,4830,mustard,2024,9,48,838.1,587.81,1088.39,-6.35,10.35,54.35,0.39,0.4,245.04,51.08769989,-115.1790009
British Columbia / Colombie-Britannique,5901,oats,2024,7,59,58.81,44.88,72.74,-5.5,-6.64,14.65,-0.28,0.42,9.31,53.85300064,-125.2580032
British Columbia / Colombie-Britannique,5908,oats,2024,7,59,85.24,70.94,99.53,18.99,11.13,19.88,0.57,0.8,6.62,57.69950104,-123.1610031
Alberta,4830,oats,2024,7,48,91.16,76.65,105.67,21.87,6.39,5.87,0.27,0.7,8.69,51.08769989,-115.1790009
Alberta,4850,oats,2024,7,48,94.94,81.87,108.01,16.43,-1.29,-3.22,-0.06,0.82,6.31,52.69950104,-114.6679993
Alberta,4870,oats,2024,7,48,79.98,69.17,90.8,6.94,6.24,21.36,0.38,0.73,4.93,56.94729996,-116.8280029
Alberta,4860,oats,2024,7,48,94.34,81.92,106.77,22.3,9.57,2.43,0.46,0.83,6.24,56.47129822,-112.810997
Alberta,4820,oats,2024,7,48,95.52,78.08,112.97,30.25,20.82,6.97,0.7,0.65,11.63,50.52590179,-112.5500031
Alberta,4810,oats,2024,7,48,67.89,54.79,80.99,43.81,27.04,46,0.95,0.75,7.9,50.66460037,-110.9089966
Alberta,4840,oats,2024,7,48,84.82,68.45,101.18,40.64,20.45,12.95,0.76,0.88,6.03,52.48089981,-111.4990005
Alberta,4841,oats,2024,7,48,106.12,90.52,121.73,42.71,9.02,1.65,0.43,0.87,7.17,53.36869812,-111.6920013
Saskatchewan,4704,oats,2024,7,47,47.01,30.66,63.37,-1.56,29.51,49.73,1.12,0.66,8.01,49.53290176,-108.7890015
Saskatchewan,4703,oats,2024,7,47,42.73,29.39,56.08,-5.04,8.9,50.47,0.33,0.6,7.32,49.54230118,-106.4049988
Saskatchewan,4702,oats,2024,7,47,53.46,38.72,68.21,9.37,11.61,18.01,0.69,0.6,7.14,49.52310181,-104.2490005
Saskatchewan,4701,oats,2024,7,47,80.86,69.68,92.06,36.24,3.38,15.35,0.31,0.84,5.2,49.52339935,-102.3099976
Saskatchewan,4708,oats,2024,7,47,50.51,34.9,66.11,-0.17,-2.57,81.03,-0.06,0.42,10.19,50.71530151,-108.8300018
Saskatchewan,4713,oats,2024,7,47,72.04,53.72,90.35,26.91,23.27,73.59,0.53,0.79,7.71,52.15140152,-109.262001
Saskatchewan,4707,oats,2024,7,47,56.3,43.91,68.68,10.98,35.15,90.21,0.8,0.64,6.94,50.59840012,-106.6139984
Saskatchewan,4712,oats,2024,7,47,91.29,77.67,104.9,48.76,18.74,-5.79,0.74,0.79,7.96,51.94589996,-107.7990036
Saskatchewan,4711,oats,2024,7,47,84.11,66.6,101.63,35.29,28.93,31.22,0.75,0.84,6.83,51.67309952,-106.0029984
Saskatchewan,4717,oats,2024,7,47,105.51,87.67,123.37,50.63,16.64,3.34,0.54,0.87,8.19,53.79119873,-108.9599991
Saskatchewan,4716,oats,2024,7,47,112.64,97.28,127.99,49.2,19.83,19.19,1.04,0.9,6.32,56.79359818,-105.9339981
Saskatchewan,4706,oats,2024,7,47,71.33,57.99,84.66,16.06,13.47,2.34,0.65,0.67,6.58,50.59830093,-104.3659973
Saskatchewan,4715,oats,2024,7,47,111.7,95.95,127.46,46.69,17.56,27.95,0.61,0.84,8.88,52.89289856,-105.586998
Saskatchewan,4710,oats,2024,7,47,94.11,81,107.23,34.33,11.77,8.17,0.54,0.8,7.12,51.6393013,-104.1080017
Saskatchewan,4705,oats,2024,7,47,86.07,74.91,97.23,32.47,6.94,3.57,0.35,0.8,6.04,50.58200073,-102.3919983
Saskatchewan,4714,oats,2024,7,47,117.04,97.68,136.39,45.51,15.11,16.57,0.65,0.9,6.61,53.01649857,-103.3099976
Saskatchewan,4709,oats,2024,7,47,99.84,85.13,114.55,38.56,12.33,-3.54,0.51,0.79,8.27,51.7173996,-102.4309998
Manitoba,4601,oats,2024,7,46,100.29,85.93,114.65,44.9,1.55,18.41,0.11,0.81,7.73,49.27149963,-100.3990021
Manitoba,4608,oats,2024,7,46,124.49,105.85,143.14,42.11,13.42,33.15,0.57,0.83,9.57,49.27899933,-98.30419922
Manitoba,4609,oats,2024,7,46,119.09,100.91,137.28,44.94,7.25,9.66,0.45,0.69,13.4,49.63000107,-96.80410004
Manitoba,4604,oats,2024,7,46,106.21,93.44,118.99,42.83,4.62,14.08,0.33,0.78,8.42,51.0135994,-101.1809998
Manitoba,4602,oats,2024,7,46,92,79.32,104.69,35.09,4.24,17.5,0.38,0.81,6.14,49.79869843,-100.2649994
Manitoba,4603,oats,2024,7,46,103.06,89,117.13,36.58,-1.2,-5.62,-0.24,0.72,9.69,50.34700012,-100.387001
Manitoba,4606,oats,2024,7,46,81.69,67.4,95.98,24.05,3.01,37.06,0.1,0.6,8.91,51.12139893,-99.88110352
Manitoba,4605,oats,2024,7,46,91.62,81.9,101.34,36.24,8.55,7.03,0.8,0.73,5.93,52.08010101,-101.052002
Manitoba,4607,oats,2024,7,46,110.34,91.77,128.91,34.25,9.9,21.52,0.42,0.71,12.23,49.98550034,-98.45970154
Manitoba,4611,oats,2024,7,46,104.88,87.08,122.69,35.91,7.72,-3.34,0.36,0.77,9.48,50.22650146,-97.2460022
Manitoba,4610,oats,2024,7,46,89.67,69.92,109.42,45.57,5.84,-6.1,0.24,0.61,13.11,49.73680115,-95.84950256
Manitoba,4612,oats,2024,7,46,93.63,79.34,107.93,34.13,3.85,-9.53,0.15,0.78,7.77,55.729599,-97.167099
Ontario,3505,oats,2024,7,35,91.7,81.34,102.05,26.58,1.44,5.89,0.11,0.74,6.82,51.1882019,-86.91320038
Ontario,3501,oats,2024,7,35,69.68,57.23,82.14,11.45,-1.33,,-0.05,0.46,8.18,42.83430099,-81.15840149
Ontario,3502,oats,2024,7,35,93.63,84.97,102.3,26.43,-2.2,-11.08,-0.28,0.77,5.29,44.06389999,-80.59929657
Ontario,3503,oats,2024,7,35,58.66,46.73,70.58,-3.57,10.55,11.09,0.46,0.25,8.97,44.89519882,-78.82150269
Ontario,3504,oats,2024,7,35,61.3,51.17,71.43,3.25,-2.79,-13.17,-0.11,0.13,7.31,45.12820053,-76.3615036
Quebec,2409,oats,2024,7,24,69.09,55.88,82.3,0.03,-0.93,21.42,-0.07,0.76,3.73,45.51089859,-72.90090179
Quebec,2406,oats,2024,7,24,57.67,45.69,69.66,3.12,-1.14,2.62,-0.07,0.62,5.47,46.56259918,-75.8506012
Quebec,2405,oats,2024,7,24,72.95,62.89,83,5.94,-0.08,6.02,0,0.6,6.57,46.57379913,-73.90589905
Quebec,2411,oats,2024,7,24,80.83,69.44,92.23,17.68,9.38,34.28,0.45,0.64,6.32,46.09189987,-72.14859772
Quebec,2404,oats,2024,7,24,70.01,57.63,82.38,21.28,6.62,33.6,0.29,0.88,3.84,45.46530151,-71.58560181
Quebec,2403,oats,2024,7,24,78.17,62.7,93.64,11.6,14.92,36.66,0.6,0.31,15.35,47.63639832,-72.93379974
Quebec,2408,oats,2024,7,24,78.13,67.93,88.33,20.95,9.58,30.22,0.62,0.59,6.23,46.48519897,-70.73770142
Quebec,2407,oats,2024,7,24,73.11,61.52,84.7,12.64,4.26,-5.42,0.49,0.46,6.99,55.49300003,-73.29139709
New Brunswick / Nouveau-Brunswick,1300,oats,2024,7,13,74.08,62.5,85.65,5.91,-5.97,5.68,-0.46,0.33,7.39,46.61719894,-66.37850189
Quebec,2401,oats,2024,7,24,67.64,57.27,78.01,7.97,-1.12,2.64,-0.1,0.42,6.08,48.36399841,-66.91259766
Nova Scotia / Nouvelle-Écosse,1200,oats,2024,7,12,62.68,54.14,71.23,-0.25,-5.51,-9.55,-0.48,0.35,5.95,45.14590073,-63.33179855
Prince Edward Island / Île-du-Prince-Édouard,1100,oats,2024,7,11,68.8,59.59,78.02,2.05,0.94,17.61,0.1,0.14,7.14,46.39030075,-63.2458992
Quebec,2402,oats,2024,7,24,67.34,58.12,76.55,3.61,6.96,16.91,0.57,0.37,6.03,51.06119919,-67.41169739
British Columbia / Colombie-Britannique,5901,oats,2024,8,59,53.7,39.3,68.1,-13.7,-14.8,4.7,-0.6,0.4,9.8,53.85300064,-125.2580032
British Columbia / Colombie-Britannique,5908,oats,2024,8,59,68.9,61.7,76,-3.9,-10.2,-3.2,-0.5,0.8,6.5,57.69950104,-123.1610031
Alberta,4830,oats,2024,8,48,74.5,65.7,83.3,-0.4,-13.1,-13.5,-0.6,0.7,8,51.08769989,-115.1790009
Alberta,4850,oats,2024,8,48,70.3,62.9,77.8,-13.7,-26.9,-28.3,-1.3,0.8,6.8,52.69950104,-114.6679993
Alberta,4870,oats,2024,8,48,77,67.3,86.7,3,2.3,16.9,0.1,0.7,5.5,56.94729996,-116.8280029
Alberta,4860,oats,2024,8,48,77.3,67.8,86.8,0.2,-10.3,-16.1,-0.5,0.8,7.1,56.47129822,-112.810997
Alberta,4820,oats,2024,8,48,73.8,59.5,88.1,0.6,-6.7,-17.4,-0.2,0.7,10.8,50.52590179,-112.5500031
Alberta,4810,oats,2024,8,48,53.9,43.3,64.5,14.3,0.9,16,0,0.8,7.9,50.66460037,-110.9089966
Alberta,4840,oats,2024,8,48,55.4,46.1,64.8,-8.1,-21.3,-26.2,-0.8,0.9,6.6,52.48089981,-111.4990005
Alberta,4841,oats,2024,8,48,83.1,73.4,92.8,11.8,-14.6,-20.4,-0.7,0.9,7.1,53.36869812,-111.6920013
Saskatchewan,4704,oats,2024,8,47,45.7,33.7,57.6,-4.4,25.8,45.4,1,0.6,8.4,49.53290176,-108.7890015
Saskatchewan,4703,oats,2024,8,47,37.8,26.8,48.8,-16,-3.7,33.1,-0.1,0.6,7.5,49.54230118,-106.4049988
Saskatchewan,4702,oats,2024,8,47,44.3,34.6,53.9,-9.4,-7.6,-2.3,-0.5,0.6,7.2,49.52310181,-104.2490005
Saskatchewan,4701,oats,2024,8,47,82.5,74.9,90.1,39,5.5,17.7,0.5,0.9,5,49.52339935,-102.3099976
Saskatchewan,4708,oats,2024,8,47,49.5,35.5,63.5,-2.1,-4.5,77.5,-0.1,0.4,10.2,50.71530151,-108.8300018
Saskatchewan,4713,oats,2024,8,47,64.1,49.7,78.7,13,9.8,54.6,0.2,0.8,8.2,52.15140152,-109.262001
Saskatchewan,4707,oats,2024,8,47,52.7,44,61.5,3.9,26.5,78.1,0.6,0.7,6.1,50.59840012,-106.6139984
Saskatchewan,4712,oats,2024,8,47,76.3,66.3,86.4,24.4,-0.7,-21.2,0,0.8,7.7,51.94589996,-107.7990036
Saskatchewan,4711,oats,2024,8,47,75.7,64.1,87.4,21.8,16.1,18.1,0.4,0.8,7.8,51.67309952,-106.0029984
Saskatchewan,4717,oats,2024,8,47,81.9,70.2,93.7,16.9,-9.5,-19.8,-0.3,0.8,9.9,53.79119873,-108.9599991
Saskatchewan,4716,oats,2024,8,47,99.2,89.4,109,31.4,5.5,5,0.3,0.9,6.4,56.79359818,-105.9339981
Saskatchewan,4706,oats,2024,8,47,69.4,59,79.8,12.9,10.4,-0.5,0.5,0.7,6.5,50.59830093,-104.3659973
Saskatchewan,4715,oats,2024,8,47,105,91.5,118.5,37.9,10.5,20.3,0.4,0.8,9,52.89289856,-105.586998
Saskatchewan,4710,oats,2024,8,47,85.9,77.2,94.6,22.6,2,-1.3,0.1,0.8,6.7,51.6393013,-104.1080017
Saskatchewan,4705,oats,2024,8,47,85.6,75.6,95.6,31.7,6.3,3,0.3,0.8,6.2,50.58200073,-102.3919983
Saskatchewan,4714,oats,2024,8,47,108.1,98.3,118,34.4,6.3,7.7,0.3,0.9,6.8,53.01649857,-103.3099976
Saskatchewan,4709,oats,2024,8,47,91.3,80.3,102.2,26.7,2.7,-11.8,0.1,0.8,8.3,51.7173996,-102.4309998
Manitoba,4601,oats,2024,8,46,100,90.9,109.1,44.5,1.3,18.1,0.1,0.8,7.3,49.27149963,-100.3990021
Manitoba,4608,oats,2024,8,46,127.9,116.1,139.6,46,16.5,36.8,0.7,0.9,8.9,49.27899933,-98.30419922
Manitoba,4609,oats,2024,8,46,108.1,94.2,121.9,31.5,-2.7,-0.5,-0.2,0.8,11.8,49.63000107,-96.80410004
Manitoba,4604,oats,2024,8,46,102.1,90.9,113.3,37.3,0.6,9.7,0,0.8,8.4,51.0135994,-101.1809998
Manitoba,4602,oats,2024,8,46,91.2,81.1,101.3,33.9,3.4,16.5,0.3,0.8,6.5,49.79869843,-100.2649994
Manitoba,4603,oats,2024,8,46,101.2,91.7,110.8,34.1,-3,-7.3,-0.6,0.8,8.2,50.34700012,-100.387001
Manitoba,4606,oats,2024,8,46,69.1,56.5,81.8,5,-12.8,16,-0.4,0.5,9.8,51.12139893,-99.88110352
Manitoba,4605,oats,2024,8,46,88.6,79.9,97.4,31.8,5,3.5,0.5,0.7,6,52.08010101,-101.052002
Manitoba,4607,oats,2024,8,46,101.8,87.3,116.3,23.8,1.4,12.1,0.1,0.7,11.4,49.98550034,-98.45970154
Manitoba,4611,oats,2024,8,46,100.8,90.8,110.7,30.6,3.5,-7.1,0.2,0.8,8.5,50.22650146,-97.2460022
Manitoba,4610,oats,2024,8,46,94.3,75.9,112.8,53.1,11.3,-1.2,0.5,0.6,13.3,49.73680115,-95.84950256
Manitoba,4612,oats,2024,8,46,90.7,78.2,103.3,29.9,0.6,-12.4,0,0.8,7.9,55.729599,-97.167099
Ontario,3505,oats,2024,8,35,94.2,84.4,103.9,30,4.2,8.8,0.3,0.8,6.7,51.1882019,-86.91320038
Ontario,3501,oats,2024,8,35,68.4,56.4,80.4,9.4,-3.1,,-0.1,0.5,8.2,42.83430099,-81.15840149
Ontario,3502,oats,2024,8,35,97.4,89.5,105.4,31.6,1.8,-7.5,0.2,0.7,5.6,44.06389999,-80.59929657
Ontario,3503,oats,2024,8,35,64.9,54,75.8,6.7,22.3,22.9,1,0.3,9.4,44.89519882,-78.82150269
Ontario,3504,oats,2024,8,35,62.2,52.6,71.8,4.7,-1.4,-11.9,-0.1,0.1,7.3,45.12820053,-76.3615036
Quebec,2409,oats,2024,8,24,67.6,54.7,80.4,-2.2,-3.1,18.7,-0.2,0.8,3.7,45.51089859,-72.90090179
Quebec,2406,oats,2024,8,24,57,44.8,69.3,2,-2.3,1.5,-0.1,0.6,5.5,46.56259918,-75.8506012
Quebec,2405,oats,2024,8,24,70.5,58.8,82.1,2.3,-3.5,2.4,-0.2,0.5,7,46.57379913,-73.90589905
Quebec,2411,oats,2024,8,24,73.8,63.6,83.9,7.4,-0.2,22.5,0,0.6,7,46.09189987,-72.14859772
Quebec,2404,oats,2024,8,24,69.2,58.8,79.6,19.8,5.3,32,0.2,0.8,4.5,45.46530151,-71.58560181
Quebec,2403,oats,2024,8,24,75,59.3,90.8,7.1,10.3,31.2,0.4,0.3,15.4,47.63639832,-72.93379974
Quebec,2408,oats,2024,8,24,71.5,65.3,77.7,10.6,0.2,19.1,0,0.6,6.2,46.48519897,-70.73770142
Quebec,2407,oats,2024,8,24,66.7,58.9,74.5,2.8,-4.9,-13.7,-0.6,0.7,5.2,55.49300003,-73.29139709
New Brunswick / Nouveau-Brunswick,1300,oats,2024,8,13,71.4,61.5,81.4,6.9,-9.3,1.9,-0.7,0.4,7.1,46.61719894,-66.37850189
Quebec,2401,oats,2024,8,24,65.4,58.5,72.3,4.4,-4.4,-0.8,-0.4,0.4,6.1,48.36399841,-66.91259766
Nova Scotia / Nouvelle-Écosse,1200,oats,2024,8,12,64.4,55.7,73.1,2.5,-3,-7.1,-0.3,0.3,6.1,45.14590073,-63.33179855
Prince Edward Island / Île-du-Prince-Édouard,1100,oats,2024,8,11,65.2,56.8,73.5,-3.4,-4.4,11.4,-0.5,0.2,6.9,46.39030075,-63.2458992
Quebec,2402,oats,2024,8,24,67.9,59.3,76.5,4.4,7.8,17.9,0.6,0.4,6,51.06119919,-67.41169739
British Columbia / Colombie-Britannique,5901,oats,2024,9,59,55.62,42.28,68.96,-10.63,-11.71,8.43,-0.49,0.4,9.57,53.85300064,-125.2580032
British Columbia / Colombie-Britannique,5908,oats,2024,9,59,68.12,60.66,75.58,-4.91,-11.19,-4.2,-0.57,0.81,6.48,57.69950104,-123.1610031
Alberta,4830,oats,2024,9,48,83.01,71.64,94.37,10.97,-3.12,-3.59,-0.13,0.7,8.68,51.08769989,-115.1790009
Alberta,4850,oats,2024,9,48,78.38,71.32,85.45,-3.88,-18.51,-20.1,-0.91,0.83,6.18,52.69950104,-114.6679993
Alberta,4870,oats,2024,9,48,73.82,67.11,80.54,-1.29,-1.93,12.02,-0.12,0.67,5.54,56.94729996,-116.8280029
Alberta,4860,oats,2024,9,48,76.07,69.63,82.52,-1.38,-11.64,-17.4,-0.56,0.81,6.7,56.47129822,-112.810997
Alberta,4820,oats,2024,9,48,81.83,67,96.65,11.57,3.5,-8.37,0.12,0.65,11.63,50.52590179,-112.5500031
Alberta,4810,oats,2024,9,48,57.3,45.61,68.99,21.36,7.22,23.22,0.25,0.72,8.51,50.66460037,-110.9089966
Alberta,4840,oats,2024,9,48,60.81,53.97,67.64,0.82,-13.65,-19.03,-0.51,0.88,5.79,52.48089981,-111.4990005
Alberta,4841,oats,2024,9,48,93.62,83.88,103.36,25.89,-3.82,-10.33,-0.18,0.86,7.62,53.36869812,-111.6920013
Saskatchewan,4704,oats,2024,9,47,41.78,31.29,52.25,-12.52,15.09,33.05,0.57,0.67,7.93,49.53290176,-108.7890015
Saskatchewan,4703,oats,2024,9,47,39.41,30.56,48.26,-12.43,0.43,38.76,0.02,0.67,6.36,49.54230118,-106.4049988
Saskatchewan,4702,oats,2024,9,47,42.15,34.06,50.26,-13.76,-12,-6.94,-0.72,0.58,7.37,49.52310181,-104.2490005
Saskatchewan,4701,oats,2024,9,47,81.59,74.1,89.09,37.47,4.31,16.39,0.39,0.84,5.2,49.52339935,-102.3099976
Saskatchewan,4708,oats,2024,9,47,43.25,30.82,55.68,-14.52,-16.57,55.01,-0.4,0.42,10.19,50.71530151,-108.8300018
Saskatchewan,4713,oats,2024,9,47,64.18,53.21,75.15,13.06,9.82,54.65,0.22,0.8,7.64,52.15140152,-109.262001
Saskatchewan,4707,oats,2024,9,47,50.36,41.67,59.05,-0.74,20.88,70.13,0.47,0.69,6.4,50.59840012,-106.6139984
Saskatchewan,4712,oats,2024,9,47,82.25,70.88,93.61,34.02,6.98,-15.12,0.27,0.72,9.12,51.94589996,-107.7990036
Saskatchewan,4711,oats,2024,9,47,79.3,69.53,89.06,27.55,21.55,23.71,0.56,0.84,6.76,51.67309952,-106.0029984
Saskatchewan,4717,oats,2024,9,47,90.35,79.31,101.38,28.98,-0.12,-11.51,0,0.86,8.55,53.79119873,-108.9599991
Saskatchewan,4716,oats,2024,9,47,103.26,95.35,111.18,36.78,9.85,9.27,0.52,0.9,6.32,56.79359818,-105.9339981
Saskatchewan,4706,oats,2024,9,47,68.63,59.08,78.18,11.67,9.18,-1.54,0.44,0.63,6.95,50.59830093,-104.3659973
Saskatchewan,4715,oats,2024,9,47,108.02,98.94,117.1,41.86,13.68,23.73,0.47,0.89,7.32,52.89289856,-105.586998
Saskatchewan,4710,oats,2024,9,47,86.92,76.57,97.26,24.06,3.23,-0.09,0.15,0.8,7.12,51.6393013,-104.1080017
Saskatchewan,4705,oats,2024,9,47,85.09,76.36,93.82,30.96,5.73,2.4,0.29,0.8,6.04,50.58200073,-102.3919983
Saskatchewan,4714,oats,2024,9,47,109.85,103.09,116.61,36.57,8.03,9.41,0.35,0.9,6.59,53.01649857,-103.3099976
Saskatchewan,4709,oats,2024,9,47,92.46,82.05,102.88,28.32,4.03,-10.67,0.17,0.79,8.27,51.7173996,-102.4309998
Manitoba,4601,oats,2024,9,46,104.56,94.9,114.22,51.06,5.87,23.44,0.43,0.84,7.26,49.27149963,-100.3990021
Manitoba,4608,oats,2024,9,46,124.55,113.39,135.7,42.17,13.47,33.2,0.58,0.85,9.08,49.27899933,-98.30419922
Manitoba,4609,oats,2024,9,46,109.45,97.53,121.38,33.21,-1.43,0.78,-0.09,0.76,11.81,49.63000107,-96.80410004
Manitoba,4604,oats,2024,9,46,102.41,91.17,113.66,37.71,0.88,10,0.06,0.78,8.44,51.0135994,-101.1809998
Manitoba,4602,oats,2024,9,46,94.05,85.75,102.34,38.08,6.56,20.11,0.59,0.82,5.97,49.79869843,-100.2649994
Manitoba,4603,oats,2024,9,46,104.73,94.34,115.11,38.78,0.39,-4.1,0.08,0.72,9.69,50.34700012,-100.387001
Manitoba,4606,oats,2024,9,46,74.51,63.36,85.66,13.16,-6.04,25.02,-0.2,0.59,9.03,51.12139893,-99.88110352
Manitoba,4605,oats,2024,9,46,85.02,76.01,94.02,26.42,0.73,-0.68,0.07,0.75,5.76,52.08010101,-101.052002
Manitoba,4607,oats,2024,9,46,103.54,89.61,117.47,25.98,3.13,14.03,0.13,0.74,11.26,49.98550034,-98.45970154
Manitoba,4611,oats,2024,9,46,98.24,85.71,110.77,27.31,0.9,-9.46,0.04,0.8,8.8,50.22650146,-97.2460022
Manitoba,4610,oats,2024,9,46,95.39,81.48,109.29,54.85,12.59,-0.12,0.52,0.65,12.4,49.73680115,-95.84950256
Manitoba,4612,oats,2024,9,46,96.34,87.11,105.57,38,6.85,-6.92,0.26,0.75,8.18,55.729599,-97.167099
Ontario,3505,oats,2024,9,35,93.66,84.01,103.31,29.29,3.61,8.15,0.29,0.74,6.82,51.1882019,-86.91320038
Ontario,3501,oats,2024,9,35,69.82,58.79,80.85,11.67,-1.14,,-0.05,0.46,8.18,42.83430099,-81.15840149
Ontario,3502,oats,2024,9,35,94.74,86.72,102.75,27.93,-1.05,-10.03,-0.13,0.76,5.42,44.06389999,-80.59929657
